Arrondissement,annee_mutation,prix_m2,type_local,nombre_pieces_principales
3,2024,10800.0,Appartement,1.0
2,2024,14857.142857142857,Appartement,2.0
17,2024,9765.625,Appartement,1.0
18,2024,6875.0,Appartement,1.0
19,2024,8471.698113207547,Appartement,3.0
18,2024,8555.555555555555,Appartement,2.0
18,2024,11400.0,Appartement,3.0
2,2024,11923.076923076924,Appartement,1.0
2,2024,55714.28571428572,Local industriel. commercial ou assimilé,0.0
10,2024,7531.914893617021,Appartement,2.0
3,2024,5977.777777777777,Appartement,2.0
18,2024,7500.0,Appartement,2.0
2,2024,9046.511627906977,Appartement,2.0
9,2024,8500.0,Appartement,3.0
17,2024,11237.820512820514,Appartement,5.0
20,2024,6200.901612903226,Appartement,3.0
8,2024,250000.0,Local industriel. commercial ou assimilé,0.0
8,2024,13793.103448275862,Local industriel. commercial ou assimilé,0.0
4,2024,13387.09677419355,Appartement,3.0
17,2024,19444.444444444445,Local industriel. commercial ou assimilé,0.0
18,2024,9142.857142857143,Appartement,2.0
4,2024,36272.72727272727,Appartement,2.0
8,2024,12241.379310344828,Appartement,3.0
2,2024,9554.545454545454,Appartement,4.0
10,2024,6206.896551724138,Appartement,3.0
20,2024,8928.57142857143,Appartement,2.0
20,2024,9905.555555555555,Appartement,1.0
3,2024,11184.21052631579,Appartement,4.0
18,2024,6929.545454545455,Appartement,3.0
17,2024,23444.444444444445,Appartement,4.0
10,2024,8363.636363636364,Appartement,3.0
2,2024,6880.0,Appartement,1.0
18,2024,11111.111111111111,Appartement,1.0
20,2024,5000.0,Appartement,3.0
19,2024,7427.6122448979595,Appartement,2.0
20,2024,5277.777777777777,Appartement,1.0
18,2024,8444.444444444445,Appartement,1.0
19,2024,9638.888888888889,Appartement,2.0
18,2024,14285.714285714286,Appartement,1.0
9,2024,8887.894736842105,Appartement,2.0
9,2024,17000.0,Appartement,1.0
10,2024,3745.762711864407,Appartement,3.0
10,2024,8185.185185185185,Appartement,1.0
18,2024,13500.0,Appartement,2.0
19,2024,3484.375,Appartement,4.0
18,2024,23076.923076923078,Appartement,1.0
8,2024,14499.0625,Appartement,2.0
17,2024,13555.555555555555,Appartement,1.0
19,2024,4090.909090909091,Appartement,2.0
9,2024,6428.571428571428,Appartement,1.0
18,2024,9937.5,Appartement,1.0
18,2024,9873.333333333334,Appartement,1.0
17,2024,12875.0,Appartement,1.0
2,2024,12082.2,Appartement,3.0
17,2024,8866.666666666666,Appartement,1.0
17,2024,9384.615384615385,Appartement,3.0
19,2024,12618.75,Appartement,1.0
17,2024,28125.0,Appartement,2.0
10,2024,5185.185185185185,Appartement,1.0
10,2024,8529.411764705883,Appartement,1.0
10,2024,1943.9666666666667,Local industriel. commercial ou assimilé,0.0
17,2024,7555.555555555556,Appartement,1.0
3,2024,217.3913043478261,Appartement,2.0
4,2024,7619.047619047619,Appartement,1.0
18,2024,8875.76923076923,Appartement,1.0
9,2024,9259.25925925926,Local industriel. commercial ou assimilé,0.0
9,2024,7777.777777777777,Appartement,1.0
19,2024,8461.538461538461,Local industriel. commercial ou assimilé,0.0
3,2024,7140.0,Appartement,1.0
17,2024,7071.428571428572,Appartement,1.0
2,2024,13125.0,Appartement,1.0
9,2024,8620.0,Appartement,1.0
18,2024,8437.5,Appartement,1.0
18,2024,8035.714285714285,Appartement,2.0
9,2024,10000.0,Appartement,1.0
18,2024,14575.0,Appartement,2.0
18,2024,17147.058823529413,Appartement,1.0
20,2024,6111.111111111111,Appartement,1.0
10,2024,8906.25,Appartement,2.0
18,2024,6790.697674418605,Appartement,2.0
20,2024,9212.121212121212,Appartement,2.0
2,2024,10466.666666666666,Appartement,5.0
20,2024,3684.2105263157896,Appartement,2.0
18,2024,2500.0,Appartement,1.0
9,2024,6029.411764705882,Appartement,2.0
3,2024,14634.0,Local industriel. commercial ou assimilé,0.0
3,2024,12307.692307692309,Appartement,2.0
2,2024,9852.941176470587,Appartement,3.0
18,2024,9571.42857142857,Appartement,1.0
8,2024,11048.387096774193,Appartement,5.0
3,2024,11868.131868131868,Local industriel. commercial ou assimilé,0.0
10,2024,4765.625,Local industriel. commercial ou assimilé,0.0
10,2024,6808.03125,Appartement,2.0
10,2024,19354.83870967742,Appartement,2.0
18,2024,97777.77777777778,Local industriel. commercial ou assimilé,0.0
19,2024,7666.666666666667,Local industriel. commercial ou assimilé,0.0
10,2024,10136.363636363636,Appartement,2.0
10,2024,8747.663551401869,Appartement,5.0
19,2024,8571.42857142857,Appartement,2.0
10,2024,17297.297297297297,Local industriel. commercial ou assimilé,0.0
1,2024,156578.94736842104,Local industriel. commercial ou assimilé,0.0
1,2024,595000.0,Local industriel. commercial ou assimilé,0.0
1,2024,743750.0,Local industriel. commercial ou assimilé,0.0
1,2024,219630.87248322146,Local industriel. commercial ou assimilé,0.0
18,2024,6583.333333333333,Appartement,2.0
20,2024,8088.235294117647,Appartement,2.0
20,2024,8600.0,Appartement,2.0
8,2024,9295.0,Appartement,1.0
20,2024,5612.903225806452,Appartement,3.0
20,2024,8170.731707317073,Appartement,2.0
9,2024,11437.5,Appartement,4.0
17,2024,4583.333333333333,Appartement,1.0
20,2024,9142.857142857143,Appartement,2.0
10,2024,9078.947368421053,Appartement,2.0
10,2024,10575.757575757576,Appartement,2.0
17,2024,12000.0,Appartement,2.0
18,2024,7883.152173913043,Appartement,2.0
2,2024,11250.0,Appartement,2.0
17,2024,32439.024390243903,Appartement,2.0
18,2024,7162.1621621621625,Appartement,2.0
3,2024,10956.538461538461,Appartement,1.0
8,2024,11750.0,Appartement,1.0
17,2024,5312.5,Appartement,2.0
17,2024,95.45454545454545,Appartement,3.0
19,2024,7058.823529411765,Appartement,1.0
20,2024,8133.333333333333,Appartement,1.0
1,2024,13307.692307692309,Appartement,2.0
1,2024,14499.193548387097,Appartement,3.0
18,2024,8523.809523809523,Appartement,3.0
10,2024,9000.0,Appartement,1.0
3,2024,11333.333333333334,Appartement,1.0
3,2024,13076.923076923076,Appartement,1.0
17,2024,8555.555555555555,Appartement,2.0
1,2024,10446.42857142857,Appartement,2.0
9,2024,6817.777777777777,Appartement,2.0
2,2024,74000.0,Local industriel. commercial ou assimilé,0.0
9,2024,4495.91280653951,Local industriel. commercial ou assimilé,0.0
10,2024,12312.5,Appartement,1.0
10,2024,6545.454545454545,Appartement,1.0
1,2024,9555.555555555555,Appartement,2.0
4,2024,14145.631067961165,Appartement,5.0
20,2024,7352.941176470588,Appartement,1.0
17,2024,11616.949152542373,Appartement,3.0
17,2024,11752.577319587628,Appartement,5.0
17,2024,15000.0,Appartement,1.0
17,2024,4210.526315789473,Appartement,1.0
20,2024,7866.666666666667,Appartement,1.0
8,2024,1086.6666666666667,Local industriel. commercial ou assimilé,0.0
9,2024,18181.81818181818,Appartement,1.0
9,2024,16666.666666666668,Appartement,1.0
18,2024,6615.384615384615,Appartement,1.0
18,2024,8142.105263157895,Appartement,2.0
18,2024,11333.333333333334,Local industriel. commercial ou assimilé,0.0
19,2024,8888.888888888889,Appartement,1.0
8,2024,21386.363636363636,Appartement,2.0
2,2024,9119.047619047618,Appartement,2.0
4,2024,12908.333333333334,Appartement,3.0
18,2024,7684.210526315789,Appartement,1.0
19,2024,9120.0,Appartement,1.0
3,2024,17942.647058823528,Appartement,2.0
18,2024,10033.333333333334,Appartement,2.0
17,2024,12500.0,Appartement,2.0
17,2024,18200.0,Appartement,2.0
17,2024,16545.454545454544,Appartement,3.0
8,2024,12000.0,Appartement,1.0
20,2024,6206.896551724138,Local industriel. commercial ou assimilé,0.0
9,2024,9388.888888888889,Appartement,1.0
20,2024,10346.153846153846,Appartement,2.0
17,2024,8062.5,Appartement,1.0
18,2024,5419.354838709677,Appartement,1.0
2,2024,8166.666666666667,Appartement,2.0
17,2024,5555.555555555556,Appartement,1.0
19,2024,6791.0458536585365,Appartement,2.0
10,2024,18333.333333333332,Appartement,3.0
18,2024,7812.5,Appartement,1.0
18,2024,11363.636363636364,Appartement,1.0
17,2024,10862.068965517241,Appartement,3.0
17,2024,7906.976744186047,Appartement,2.0
3,2024,4032.0,Appartement,1.0
2,2024,11875.0,Appartement,1.0
18,2024,8750.0,Appartement,1.0
8,2024,9290.094339622641,Appartement,6.0
10,2024,7500.0,Appartement,1.0
18,2024,10818.444444444445,Appartement,2.0
8,2024,12425.0,Appartement,2.0
3,2024,12483.870967741936,Appartement,2.0
20,2024,8700.0,Appartement,1.0
9,2024,10820.51282051282,Appartement,2.0
19,2024,3535.7368421052633,Appartement,2.0
10,2024,9240.0,Appartement,1.0
20,2024,9782.608695652174,Appartement,1.0
9,2024,7271.645569620253,Appartement,4.0
9,2024,8206.57142857143,Appartement,2.0
19,2024,6250.0,Appartement,1.0
17,2024,7500.0,Appartement,2.0
10,2024,2794.871794871795,Appartement,2.0
17,2024,10686.274509803921,Appartement,3.0
20,2024,8944.444444444445,Appartement,1.0
2,2024,13357.142857142857,Appartement,1.0
10,2024,9000.0,Appartement,1.0
10,2024,6428.571428571428,Appartement,3.0
10,2024,20200.0,Appartement,1.0
18,2024,9080.0,Local industriel. commercial ou assimilé,0.0
17,2024,12310.60606060606,Appartement,5.0
17,2024,29017.85714285714,Appartement,3.0
17,2024,232142.85714285713,Appartement,1.0
20,2024,9428.57142857143,Appartement,2.0
18,2024,7872.340425531915,Appartement,2.0
4,2024,14000.0,Appartement,1.0
18,2024,7394.736842105263,Appartement,2.0
20,2024,7917.64705882353,Appartement,1.0
9,2024,7727.272727272727,Local industriel. commercial ou assimilé,0.0
1,2024,14160.752688172042,Appartement,3.0
18,2024,10370.0,Appartement,1.0
1,2024,5000.0,Local industriel. commercial ou assimilé,0.0
20,2024,6042.553191489362,Appartement,2.0
19,2024,6371.6814159292035,Appartement,5.0
18,2024,7500.0,Appartement,2.0
8,2024,10752.68817204301,Appartement,6.0
10,2024,9357.818181818182,Appartement,1.0
18,2024,3800.0,Local industriel. commercial ou assimilé,0.0
17,2024,8181.818181818182,Appartement,3.0
18,2024,9906.447647058823,Appartement,2.0
2,2024,10795.454545454546,Local industriel. commercial ou assimilé,0.0
17,2024,9464.285714285714,Appartement,3.0
2,2024,11486.486486486487,Appartement,2.0
9,2024,10555.555555555555,Appartement,2.0
18,2024,7100.0,Appartement,1.0
1,2024,6666.666666666667,Appartement,1.0
1,2024,6566.265060240964,Appartement,3.0
10,2024,11794.871794871795,Local industriel. commercial ou assimilé,0.0
3,2024,14285.714285714286,Local industriel. commercial ou assimilé,0.0
9,2024,8236.842105263158,Appartement,2.0
18,2024,11968.75,Appartement,3.0
8,2024,10000.0,Local industriel. commercial ou assimilé,0.0
8,2024,4500.0,Local industriel. commercial ou assimilé,0.0
3,2024,10540.54054054054,Appartement,2.0
3,2024,10555.555555555555,Local industriel. commercial ou assimilé,0.0
9,2024,10894.736842105263,Appartement,1.0
9,2024,7245.285714285715,Appartement,2.0
4,2024,13041.666666666666,Appartement,1.0
9,2024,5348.837209302325,Appartement,2.0
9,2024,3382.3529411764707,Appartement,2.0
18,2024,10962.264150943396,Appartement,3.0
17,2024,14646.774193548386,Appartement,2.0
17,2024,9389.312977099236,Appartement,4.0
10,2024,10260.0,Appartement,2.0
20,2024,8733.333333333334,Appartement,1.0
9,2024,33333.333333333336,Appartement,3.0
18,2024,9030.612244897959,Appartement,2.0
9,2024,10626.744186046511,Appartement,3.0
8,2024,14666.666666666666,Appartement,4.0
8,2024,34375.0,Appartement,2.0
19,2024,7222.222222222223,Appartement,1.0
17,2024,9136.363636363636,Appartement,2.0
3,2024,11428.57142857143,Appartement,3.0
20,2024,11333.333333333334,Appartement,1.0
17,2024,9190.47619047619,Appartement,1.0
3,2024,1440.0,Local industriel. commercial ou assimilé,0.0
9,2024,155.55555555555554,Appartement,2.0
10,2024,3571.4285714285716,Appartement,1.0
18,2024,8798.0,Appartement,2.0
17,2024,11455.357142857143,Appartement,2.0
18,2024,9354.838709677419,Appartement,1.0
18,2024,9411.764705882353,Appartement,1.0
20,2024,8450.0,Appartement,1.0
17,2024,11588.235294117647,Appartement,1.0
20,2024,13100.0,Appartement,2.0
19,2024,4455.038461538462,Appartement,1.0
19,2024,6800.877192982456,Appartement,3.0
20,2024,1964.2857142857142,Local industriel. commercial ou assimilé,0.0
8,2024,3454.5454545454545,Local industriel. commercial ou assimilé,0.0
10,2024,10434.782608695652,Appartement,1.0
18,2024,8000.0,Appartement,2.0
19,2024,8849.20634920635,Appartement,3.0
2,2024,16763.15,Appartement,1.0
17,2024,11714.285714285714,Local industriel. commercial ou assimilé,0.0
18,2024,9625.0,Appartement,1.0
4,2024,10958.90410958904,Appartement,3.0
17,2024,9162.24832214765,Appartement,8.0
10,2024,9375.0,Appartement,3.0
17,2024,5151.515151515152,Appartement,2.0
17,2024,9513.157894736842,Appartement,2.0
18,2024,7342.826086956522,Appartement,2.0
8,2024,36472.5,Appartement,2.0
20,2024,9242.424242424242,Appartement,2.0
8,2024,11055.555555555555,Appartement,1.0
20,2024,12880.90909090909,Appartement,2.0
18,2024,10800.0,Appartement,2.0
8,2024,9615.384615384615,Appartement,1.0
17,2024,6715.686274509804,Appartement,2.0
17,2024,11661.764705882353,Appartement,1.0
19,2024,8166.666666666667,Appartement,1.0
4,2024,10822.222222222223,Appartement,2.0
3,2024,11080.0,Appartement,1.0
18,2024,8033.333333333333,Appartement,3.0
20,2024,5714.285714285715,Appartement,2.0
8,2024,309090.9090909091,Local industriel. commercial ou assimilé,0.0
8,2024,16037.735849056604,Local industriel. commercial ou assimilé,0.0
9,2024,9032.258064516129,Appartement,1.0
17,2024,4166.666666666667,Local industriel. commercial ou assimilé,0.0
10,2024,9062.5,Appartement,2.0
4,2024,18573.563218390806,Appartement,4.0
18,2024,8444.444444444445,Appartement,2.0
10,2024,3750.0,Appartement,1.0
20,2024,5454.545454545455,Appartement,1.0
2,2024,18181.81818181818,Local industriel. commercial ou assimilé,0.0
2,2024,8000.0,Local industriel. commercial ou assimilé,0.0
20,2024,8416.666666666666,Appartement,2.0
2,2024,12771.42857142857,Appartement,3.0
10,2024,9436.666666666666,Appartement,2.0
18,2024,8765.78947368421,Appartement,1.0
9,2024,13456.79012345679,Appartement,3.0
20,2024,10333.333333333334,Appartement,1.0
17,2024,10773.605263157895,Appartement,1.0
17,2024,9240.0,Appartement,1.0
17,2024,4692.307692307692,Appartement,1.0
18,2024,8571.42857142857,Appartement,1.0
3,2024,11841.860465116279,Appartement,2.0
2,2024,9259.25925925926,Appartement,2.0
10,2024,15783.132530120482,Appartement,4.0
10,2024,16794.871794871793,Appartement,4.0
4,2024,16138.613861386139,Appartement,4.0
2,2024,9062.5,Appartement,2.0
3,2024,98591.54929577465,Local industriel. commercial ou assimilé,0.0
2,2024,6467.777777777777,Local industriel. commercial ou assimilé,0.0
17,2024,2121.212121212121,Appartement,2.0
20,2024,7253.125,Appartement,2.0
9,2024,11500.0,Local industriel. commercial ou assimilé,0.0
3,2024,14423.076923076924,Appartement,3.0
2,2024,11807.692307692309,Appartement,1.0
18,2024,33055.555555555555,Appartement,1.0
18,2024,37187.5,Appartement,1.0
20,2024,15570.857142857143,Appartement,3.0
20,2024,8650.47619047619,Local industriel. commercial ou assimilé,0.0
2,2024,12750.0,Appartement,1.0
9,2024,9882.35294117647,Appartement,4.0
20,2024,1563.8461538461538,Appartement,3.0
4,2024,13161.290322580646,Appartement,2.0
3,2024,14680.851063829787,Appartement,2.0
18,2024,10625.0,Appartement,4.0
17,2024,10260.869565217392,Appartement,1.0
17,2024,16857.14285714286,Appartement,1.0
17,2024,13184.07960199005,Appartement,5.0
10,2024,8333.333333333334,Appartement,1.0
19,2024,8064.5161290322585,Appartement,1.0
18,2024,8882.35294117647,Appartement,2.0
18,2024,11111.111111111111,Appartement,2.0
8,2024,4477.611940298508,Local industriel. commercial ou assimilé,0.0
9,2024,18185.0,Appartement,1.0
18,2024,9785.714285714286,Appartement,2.0
3,2024,3981.818181818182,Local industriel. commercial ou assimilé,0.0
18,2024,14166.666666666666,Appartement,1.0
9,2024,12880.0,Appartement,1.0
9,2024,9333.333333333334,Appartement,1.0
18,2024,10540.0,Appartement,1.0
20,2024,8272.727272727272,Appartement,1.0
1,2024,15616.09756097561,Appartement,1.0
9,2024,12539.682539682539,Appartement,3.0
4,2024,13200.0,Appartement,2.0
4,2024,12500.0,Appartement,1.0
3,2024,8400.0,Appartement,1.0
1,2024,15416.666666666666,Appartement,5.0
1,2024,18867.924528301886,Appartement,3.0
10,2024,9571.42857142857,Appartement,1.0
1,2024,14583.333333333334,Appartement,2.0
17,2024,12658.030303030304,Appartement,3.0
19,2024,7533.333333333333,Appartement,1.0
9,2024,8339.111111111111,Appartement,1.0
18,2024,8295.454545454546,Appartement,2.0
20,2024,10000.0,Appartement,1.0
10,2024,10333.333333333334,Appartement,1.0
18,2024,10171.212121212122,Appartement,2.0
1,2024,16747.126436781607,Local industriel. commercial ou assimilé,0.0
3,2024,11500.0,Appartement,1.0
3,2024,10312.5,Appartement,1.0
17,2024,11680.0,Appartement,2.0
17,2024,9519.23076923077,Appartement,2.0
18,2024,8060.606060606061,Appartement,2.0
20,2024,6060.606060606061,Appartement,2.0
10,2024,9846.153846153846,Appartement,1.0
17,2024,10256.410256410256,Appartement,2.0
20,2024,7375.0,Appartement,1.0
8,2024,9482.758620689656,Appartement,2.0
8,2024,10576.923076923076,Appartement,2.0
10,2024,10568.181818181818,Appartement,2.0
4,2024,14558.823529411764,Appartement,1.0
10,2024,11590.90909090909,Appartement,1.0
10,2024,39230.769230769234,Appartement,1.0
17,2024,10000.0,Appartement,3.0
18,2024,7500.0,Appartement,1.0
17,2024,714.2857142857143,Appartement,1.0
2,2024,11250.0,Appartement,1.0
8,2024,16086.95652173913,Local industriel. commercial ou assimilé,0.0
17,2024,10439.655172413793,Appartement,2.0
10,2024,10096.42857142857,Appartement,1.0
10,2024,9021.739130434782,Appartement,1.0
19,2024,6700.0,Appartement,1.0
10,2024,44100.0,Appartement,1.0
10,2024,32340.0,Appartement,1.0
10,2024,48510.0,Appartement,1.0
10,2024,10833.333333333334,Appartement,2.0
19,2024,3530.5,Appartement,2.0
18,2024,10357.142857142857,Appartement,2.0
8,2024,13275.862068965518,Appartement,1.0
20,2024,7142.857142857143,Appartement,1.0
20,2024,8214.285714285714,Appartement,1.0
19,2024,16500.0,Appartement,1.0
19,2024,5781.25,Appartement,2.0
10,2024,9160.0,Appartement,2.0
17,2024,12038.461538461539,Appartement,2.0
3,2024,11470.588235294117,Appartement,2.0
17,2024,30833.333333333332,Appartement,2.0
8,2024,13476.71052631579,Appartement,3.0
18,2024,7142.857142857143,Appartement,1.0
9,2024,11030.0,Appartement,3.0
3,2024,12309.767441860466,Appartement,1.0
17,2024,7575.675675675676,Appartement,1.0
17,2024,10351.351351351352,Appartement,2.0
10,2024,6428.571428571428,Appartement,1.0
19,2024,7962.962962962963,Appartement,2.0
18,2024,4962.857142857143,Appartement,2.0
20,2024,6250.0,Appartement,1.0
19,2024,8367.924528301886,Appartement,3.0
19,2024,8170.731707317073,Appartement,2.0
17,2024,6909.090909090909,Appartement,1.0
17,2024,288.46153846153845,Local industriel. commercial ou assimilé,0.0
9,2024,12312.5,Appartement,1.0
8,2024,8333.333333333334,Appartement,2.0
4,2024,13850.0,Appartement,2.0
18,2024,26500.0,Appartement,1.0
19,2024,7166.666666666667,Appartement,1.0
9,2024,660.0,Local industriel. commercial ou assimilé,0.0
18,2024,235.2941176470588,Appartement,2.0
19,2024,5004.457831325301,Appartement,4.0
4,2024,11583.333333333334,Appartement,1.0
2,2024,9533.333333333334,Appartement,1.0
1,2024,813.953488372093,Appartement,2.0
10,2024,9622.727272727272,Appartement,2.0
20,2024,9278.846153846154,Appartement,2.0
4,2024,17841.463414634145,Appartement,2.0
9,2024,9058.823529411764,Appartement,1.0
18,2024,6285.714285714285,Appartement,2.0
10,2024,13660.714285714286,Appartement,2.0
17,2024,8000.0,Appartement,2.0
4,2024,9219.512195121952,Appartement,2.0
17,2024,10913.04347826087,Appartement,3.0
20,2024,9647.887323943662,Appartement,3.0
8,2024,12083.333333333334,Appartement,1.0
4,2024,14197.916666666666,Local industriel. commercial ou assimilé,0.0
10,2024,3500.0,Appartement,1.0
10,2024,6232.1875,Appartement,2.0
17,2024,8545.454545454546,Appartement,3.0
18,2024,4500.0,Appartement,1.0
20,2024,9500.0,Appartement,2.0
20,2024,14440.0,Appartement,1.0
17,2024,10792.857142857143,Appartement,1.0
18,2024,6777.777777777777,Appartement,2.0
9,2024,10000.0,Appartement,1.0
19,2024,8718.027027027027,Appartement,2.0
17,2024,9666.666666666666,Appartement,2.0
3,2024,28576.428571428572,Appartement,2.0
3,2024,12547.619047619048,Appartement,1.0
10,2024,11470.588235294117,Appartement,1.0
10,2024,8633.333333333334,Appartement,2.0
3,2024,11175.925925925925,Appartement,1.0
8,2024,24442.574257425742,Appartement,2.0
20,2024,8204.761904761905,Appartement,2.0
19,2024,13987.5,Appartement,4.0
19,2024,13052.631578947368,Appartement,1.0
18,2024,7000.0,Appartement,1.0
18,2024,7600.0,Appartement,1.0
17,2024,10696.153846153846,Local industriel. commercial ou assimilé,0.0
18,2024,11000.0,Appartement,1.0
19,2024,6851.851851851852,Appartement,1.0
18,2024,7142.857142857143,Appartement,1.0
19,2024,5200.0,Appartement,1.0
9,2024,14286.621621621622,Appartement,3.0
9,2024,6540.243902439024,Local industriel. commercial ou assimilé,0.0
20,2024,7500.0,Appartement,2.0
10,2024,10500.0,Appartement,1.0
4,2024,15068.493150684932,Appartement,3.0
10,2024,10695.238095238095,Appartement,2.0
8,2024,24000.0,Appartement,1.0
8,2024,26818.18181818182,Appartement,1.0
10,2024,9357.777777777777,Appartement,1.0
2,2024,11818.181818181818,Appartement,2.0
18,2024,6111.111111111111,Appartement,1.0
20,2024,7777.777777777777,Appartement,2.0
20,2024,9228.070175438597,Appartement,3.0
18,2024,8686.666666666666,Appartement,2.0
20,2024,8500.0,Appartement,1.0
18,2024,5978.260869565217,Appartement,2.0
9,2024,7903.225806451613,Appartement,2.0
18,2024,7842.105263157895,Appartement,3.0
3,2024,12903.225806451614,Local industriel. commercial ou assimilé,0.0
4,2024,13750.0,Appartement,1.0
18,2024,6718.75,Appartement,2.0
8,2024,5050.675675675676,Appartement,3.0
8,2024,6250.0,Local industriel. commercial ou assimilé,0.0
10,2024,8000.0,Appartement,1.0
4,2024,14042.553191489362,Appartement,3.0
20,2024,5589.285714285715,Appartement,4.0
17,2024,7307.692307692308,Appartement,2.0
2,2024,13333.333333333334,Appartement,1.0
9,2024,51.02040816326531,Appartement,3.0
17,2024,9621.25,Appartement,2.0
20,2024,7495.30303030303,Appartement,3.0
17,2024,10909.09090909091,Appartement,1.0
18,2024,8411.707317073171,Appartement,2.0
10,2024,9355.172413793103,Appartement,1.0
20,2024,5666.666666666667,Appartement,1.0
19,2024,7297.979797979798,Appartement,4.0
18,2024,9245.283018867925,Appartement,2.0
10,2024,8000.0,Appartement,1.0
19,2024,8333.333333333334,Appartement,1.0
20,2024,11111.111111111111,Appartement,2.0
20,2024,8925.0,Appartement,1.0
20,2024,2861.1111111111113,Local industriel. commercial ou assimilé,0.0
17,2024,9545.454545454546,Appartement,3.0
20,2024,8666.666666666666,Appartement,1.0
18,2024,7150.0,Appartement,1.0
19,2024,9766.666666666666,Appartement,1.0
9,2024,11338.333333333334,Appartement,1.0
10,2024,521.7391304347826,Local industriel. commercial ou assimilé,0.0
18,2024,9259.25925925926,Appartement,2.0
17,2024,13529.411764705883,Appartement,2.0
8,2024,21111.11111111111,Appartement,2.0
8,2024,79166.66666666667,Appartement,2.0
8,2024,50000.0,Appartement,2.0
18,2024,9565.217391304348,Appartement,2.0
18,2024,9310.344827586207,Appartement,3.0
20,2024,10678.57142857143,Appartement,3.0
8,2024,7944.444444444444,Local industriel. commercial ou assimilé,0.0
1,2024,12586.206896551725,Appartement,2.0
9,2024,5921.0526315789475,Appartement,3.0
18,2024,13750.0,Appartement,1.0
2,2024,12000.0,Appartement,1.0
4,2024,89.70588235294117,Appartement,3.0
17,2024,10119.047619047618,Appartement,3.0
17,2024,10937.5,Appartement,1.0
10,2024,18207.894736842107,Appartement,2.0
10,2024,19219.444444444445,Appartement,2.0
9,2024,11562.5,Appartement,1.0
10,2024,11500.0,Appartement,2.0
2,2024,11893.203883495145,Appartement,4.0
19,2024,9354.838709677419,Appartement,1.0
9,2024,154266.66666666666,Appartement,1.0
9,2024,13222.857142857143,Appartement,3.0
9,2024,3900.0,Appartement,1.0
10,2024,90833.33333333333,Appartement,1.0
10,2024,10708.333333333334,Appartement,1.0
9,2024,8687.5,Appartement,1.0
18,2024,13882.978723404256,Appartement,3.0
17,2024,12866.666666666666,Appartement,1.0
18,2024,33333.333333333336,Appartement,2.0
19,2024,9490.90909090909,Appartement,5.0
17,2024,10338.461538461539,Appartement,2.0
10,2024,11153.846153846154,Appartement,1.0
20,2024,9782.608695652174,Appartement,2.0
18,2024,6000.0,Appartement,3.0
20,2024,8690.0,Appartement,7.0
20,2024,6625.0,Appartement,1.0
20,2024,6757.086666666667,Appartement,6.0
10,2024,7538.461538461538,Appartement,3.0
18,2024,8555.555555555555,Appartement,1.0
17,2024,12692.307692307691,Appartement,1.0
10,2024,8847.666666666666,Appartement,3.0
1,2024,10500.0,Appartement,1.0
20,2024,7877.19298245614,Appartement,3.0
9,2024,10975.0,Appartement,1.0
20,2024,8000.0,Appartement,1.0
20,2024,10000.0,Appartement,1.0
17,2024,9342.105263157895,Appartement,1.0
18,2024,6250.0,Appartement,1.0
10,2024,12261.904761904761,Appartement,2.0
20,2024,7096.774193548387,Appartement,1.0
3,2024,16093.75,Appartement,2.0
20,2024,6821.428571428572,Appartement,2.0
10,2024,9437.5,Local industriel. commercial ou assimilé,0.0
17,2024,9115.384615384615,Appartement,2.0
3,2024,9345.363636363636,Appartement,1.0
10,2024,433.3333333333333,Appartement,1.0
2,2024,11041.666666666666,Appartement,4.0
2,2024,13086.41975308642,Appartement,4.0
8,2024,12250.833333333334,Appartement,3.0
3,2024,11696.969696969696,Appartement,1.0
18,2024,10456.666666666666,Appartement,2.0
17,2024,9729.72972972973,Appartement,2.0
18,2024,10000.0,Appartement,1.0
19,2024,6666.666666666667,Appartement,1.0
18,2024,6337.931034482759,Appartement,2.0
17,2024,11571.42857142857,Local industriel. commercial ou assimilé,0.0
18,2024,11706.785714285714,Appartement,3.0
19,2024,1328.5714285714287,Appartement,1.0
10,2024,6380.952380952381,Appartement,1.0
18,2024,4662.921348314607,Appartement,4.0
18,2024,4000.0,Appartement,1.0
10,2024,6851.851851851852,Appartement,1.0
3,2024,11833.333333333334,Appartement,1.0
8,2024,526.3157894736842,Local industriel. commercial ou assimilé,0.0
17,2024,10923.91304347826,Appartement,4.0
9,2024,9466.666666666666,Appartement,2.0
18,2024,3857.1428571428573,Appartement,1.0
9,2024,15612.244897959185,Appartement,2.0
9,2024,11250.0,Appartement,3.0
2,2024,10555.555555555555,Appartement,2.0
18,2024,3448.2758620689656,Local industriel. commercial ou assimilé,0.0
9,2024,11907.894736842105,Appartement,2.0
18,2024,10583.333333333334,Appartement,1.0
20,2024,7687.5,Appartement,2.0
9,2024,12083.333333333334,Appartement,1.0
8,2024,67.93478260869566,Appartement,5.0
17,2024,9570.328358208955,Appartement,2.0
4,2024,9072.826086956522,Appartement,2.0
3,2024,13550.45871559633,Appartement,4.0
9,2024,5241.379310344828,Appartement,4.0
9,2024,10133.333333333334,Appartement,1.0
10,2024,12638.38383838384,Appartement,5.0
9,2024,13301.587301587302,Appartement,4.0
19,2024,4400.0,Appartement,1.0
17,2024,7611.940298507463,Appartement,4.0
3,2024,9739.130434782608,Local industriel. commercial ou assimilé,0.0
3,2024,27317.073170731706,Appartement,3.0
