Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;Coordonnée en X (L93);Coordonnée en Y (L93);geo_shape;geo_point_2d
2001932;86, RUE DE LOURMEL;75015;Paris;2011;PARIS HABITAT;101;0;101;0;0;construction neuve;;15;établissement d'hébergement pour personnes âgées dépendantes;647681.6686;6860773.9166;"{""coordinates"": [2.287111701563042, 48.844885889969305], ""type"": ""Point""}";48.844885889969305, 2.287111701563042
2001958;30 ET 34 A 42 RUE FRANCOIS MIRON 22 BIS RUE DU PONT LOUIS PHILIPPE;75004;Paris;2011;RIVP;37;0;37;0;0;acquisition conventionnement;;4;logement familial;652785.766;6861934.976;"{""coordinates"": [2.3565278422516185, 48.85572144990321], ""type"": ""Point""}";48.85572144990321, 2.3565278422516185
2001963;89-93, RUE DE L'HOTEL DE VILLE 66-72, QUAI DE L'HOTEL DE VILLE;75004;Paris;2011;RIVP;24;0;24;0;0;acquisition conventionnement;;4;logement familial;652628.9322;6861827.097;"{""coordinates"": [2.3544025053970894, 48.85473978996856], ""type"": ""Point""}";48.85473978996856, 2.3544025053970894
2001971;84-100, RUE MOUFFETARD;75005;Paris;2011;RIVP;37;0;37;0;0;acquisition conventionnement;;5;logement familial;652270.912;6860418.386;"{""coordinates"": [2.349681552644931, 48.842044869695904], ""type"": ""Point""}";48.842044869695904, 2.349681552644931
2001983;9, RUE DU BEARN;75003;Paris;2011;RIVP;7;2;5;0;0;acquisition réhabilitation;;3;logement familial;653487.8989;6862105.1194;"{""coordinates"": [2.366078023476674, 48.85730260956236], ""type"": ""Point""}";48.85730260956236, 2.366078023476674
2001992;HOPITAL BROUSSAIS  15 RUE DES ARBUSTES 96-108 RUE DIDOT 1-29 RUE DE MARINIERS;75014;Paris;2011;RIVP;97;0;97;0;0;construction neuve;;14;résidence étudiante;649340.2228;6858909.1832;"{""coordinates"": [2.3099319972686687, 48.82824882020437], ""type"": ""Point""}";48.82824882020437, 2.3099319972686687
2001994;ZAC BOUCICAUT LOT C 77-81, RUE DES CEVENNES 39-45, RUE LACORDAIRE;75015;Paris;2011;RIVP;57;11;29;0;17;construction neuve;;15;logement familial;647334.3223;6860431.402;"{""coordinates"": [2.282421440625858, 48.84177737960831], ""type"": ""Point""}";48.84177737960831, 2.282421440625858
2002004;40A RUE DE MENILMONTANT 9 RUE DELAITRE;75020;Paris;2011;RIVP;41;0;41;0;0;construction neuve;;20;résidence étudiante;655018.618;6863247.072;"{""coordinates"": [2.3868187641540564, 48.86768075969994], ""type"": ""Point""}";48.86768075969994, 2.3868187641540564
2002026;27-31 RUE FELICIEN DAVID 52 AV DE VERSAILLES;75016;Paris;2011;(vide);140;0;0;0;140;construction neuve;;16;foyer pour personnes handicapées;646758.8297;6861177.978;"{""coordinates"": [2.2744872372691067, 48.84844398974758], ""type"": ""Point""}";48.84844398974758, 2.2744872372691067
2002029;14-24, RUE EDOUARD LOCKROY;75011;Paris;2011;TOIT ET JOIE;3;0;3;0;0;acquisition conventionnement;;11;logement familial;654113.975;6863060.9408;"{""coordinates"": [2.3745073800883163, 48.86594309967307], ""type"": ""Point""}";48.86594309967307, 2.3745073800883163
2002053;63-63BIS, RUE DE LA CHAPELLE;75018;Paris;2012;BATIGERE;9;0;0;0;9;acquisition réhabilitation;;18;logement familial;652986.382;6866380.2789;"{""coordinates"": [2.3587698985235, 48.8957116503141], ""type"": ""Point""}";48.8957116503141, 2.3587698985235
2002073;36, RUE SIBUET;75012;Paris;2012;ELOGIE SIEMP;3;0;3;0;0;acquisition réhabilitation;;12;logement familial;656146.8539;6860582.6303;"{""coordinates"": [2.40247300337046, 48.843797349838404], ""type"": ""Point""}";48.843797349838404, 2.40247300337046
2002081;75, RUE SAINT DENIS;75001;Paris;2012;ELOGIE SIEMP;11;3;8;0;0;construction neuve;;1;logement familial;652241.359;6862603.831;"{""coordinates"": [2.349033428206151, 48.86169625976912], ""type"": ""Point""}";48.86169625976912, 2.349033428206151
2002116;2 ET 4 SQUARE DU VIVARAIS 23 BD DE L'YSER;75017;Paris;2012;PARIS HABITAT;3;0;3;0;0;acquisition réhabilitation;;17;logement familial;647790.1489;6865094.7225;"{""coordinates"": [2.28805895543994, 48.88375074960099], ""type"": ""Point""}";48.88375074960099, 2.28805895543994
2002149;8 ET 9, SQUARE D'AQUITAINE;75019;Paris;2012;PARIS HABITAT;2;0;2;0;0;construction neuve;;19;logement familial;655691.959;6865414.724;"{""coordinates"": [2.3957712044655883, 48.88722063976212], ""type"": ""Point""}";48.88722063976212, 2.3957712044655883
2002155;ZAC BEDIER - 8-12, PLACE DU DOCTEUR YERSIN -  12-16, AVENUE CLAUDE REGAUD;75013;Paris;2012;PARIS HABITAT;24;24;0;0;0;construction neuve;;13;maison relais;653879.5544;6858060.8045;"{""coordinates"": [2.3718542175302666, 48.82095998027332], ""type"": ""Point""}";48.82095998027332, 2.3718542175302666
2002161;144, AV JEAN JAURES;75019;Paris;2012;RES.L.F.;6;0;6;0;0;construction neuve;;19;logement familial;655022.466;6865387.6552;"{""coordinates"": [2.386644559607367, 48.88693079966082], ""type"": ""Point""}";48.88693079966082, 2.386644559607367
2002185;17-19 RUE COURAT;75020;Paris;2012;RIVP;76;0;0;0;76;acquisition conventionnement;;20;logement familial;656378.1259;6862118.1001;"{""coordinates"": [2.405466588510364, 48.857621529878216], ""type"": ""Point""}";48.857621529878216, 2.405466588510364
2002191;33 A 35BIS PASSAGE DU BUREAU 43 RUE ALEXANDRE DUMAS;75011;Paris;2012;RIVP;52;0;52;0;0;acquisition réhabilitation;;11;logement familial;655531.7927;6861713.0165;"{""coordinates"": [2.393974522665392, 48.853920770057925], ""type"": ""Point""}";48.853920770057925, 2.393974522665392
2002306;10-12, RUE DES ARDENNES;75019;Paris;2013;LOGIREP;15;0;0;0;15;construction neuve;;19;logement familial;655012.116;6865510.64;"{""coordinates"": [2.386490392605246, 48.88803604029387], ""type"": ""Point""}";48.88803604029387, 2.386490392605246
2002316;115, BOULEVARD DE LA VILLETTE;75010;Paris;2013;PARIS HABITAT;29;7;17;0;5;construction neuve;;10;logement familial;653792.618;6864645.7576;"{""coordinates"": [2.3699546360778934, 48.88017205032769], ""type"": ""Point""}";48.88017205032769, 2.3699546360778934
2002329;75, RUE DE REUILLY;75012;Paris;2013;PARIS HABITAT;34;34;0;0;0;construction neuve;;12;centre d'hébergement d'urgence;655183.92;6860738.9035;"{""coordinates"": [2.389336467297632, 48.84513646998944], ""type"": ""Point""}";48.84513646998944, 2.389336467297632
2002345;71 RUE DE CASTAGNARY;75015;Paris;2013;PARIS HABITAT;101;0;101;0;0;construction neuve;;15;résidence étudiante;649159.821;6859314.7834;"{""coordinates"": [2.307426301629646, 48.83188221026109], ""type"": ""Point""}";48.83188221026109, 2.307426301629646
2002355;60, RUE BAYEN;75017;Paris;2013;PARIS HABITAT;1;0;1;0;0;construction neuve;;17;logement familial;647932.591;6865081.3401;"{""coordinates"": [2.2900028523630542, 48.88364194035386], ""type"": ""Point""}";48.88364194035386, 2.2900028523630542
2002387;BRUNESEAU NORD LOT B1 A2;75013;Paris;2013;RIVP;92;0;92;0;0;construction neuve;;13;résidence étudiante;655045.5121;6858513.2358;"{""coordinates"": [2.3876857632973585, 48.825111150421776], ""type"": ""Point""}";48.825111150421776, 2.3876857632973585
2002401;265-269, RUE DE BELLEVILLE 4, RUE DE ROMAINVILLE;75019;Paris;2013;RIVP;54;0;0;0;54;acquisition conventionnement;;19;logement familial;655960.059;6864136.7481;"{""coordinates"": [2.3995596632847844, 48.875746519824744], ""type"": ""Point""}";48.875746519824744, 2.3995596632847844
2002486;17-19, RUE VISCONTI;75006;Paris;2014;ELOGIE SIEMP;7;0;7;0;0;acquisition conventionnement;;6;logement familial;651225.9709;6861953.2703;"{""coordinates"": [2.335268635648937, 48.85576976989651], ""type"": ""Point""}";48.85576976989651, 2.335268635648937
2002523;328, RUE SAINT JACQUES;75005;Paris;2014;HSF;1;0;1;0;0;construction neuve;;5;logement familial;651579.618;6860186.1362;"{""coordinates"": [2.340289405237559, 48.83990466986024], ""type"": ""Point""}";48.83990466986024, 2.340289405237559
2002589;50, RUE DE TURBIGO;75003;Paris;2014;RIVP;18;1;17;0;0;acquisition conventionnement;;3;logement familial;652766.5049;6862999.3151;"{""coordinates"": [2.3561470736320826, 48.86529151021499], ""type"": ""Point""}";48.86529151021499, 2.3561470736320826
2002612;6, AVENUE MARCEL DORET 122, BD MURAT;75016;Paris;2014;RIVP;307;61;154;0;92;acquisition conventionnement;;16;logement familial;645623.307;6859872.483;"{""coordinates"": [2.2591813656281152, 48.8366089398595], ""type"": ""Point""}";48.8366089398595, 2.2591813656281152
2002713;7, RUE JARRY;75010;Paris;2015;ELOGIE SIEMP;8;5;3;0;0;construction neuve;;10;logement familial;652757.037;6863964.5951;"{""coordinates"": [2.355910693599669, 48.87397138982993], ""type"": ""Point""}";48.87397138982993, 2.355910693599669
2002769;31-33, RUE DES VINAIGRIERS;75010;Paris;2015;PARIS HABITAT;43;25;18;0;0;acquisition conventionnement;;10;logement familial;653229.844;6863864.1947;"{""coordinates"": [2.362367503032879, 48.87310302042646], ""type"": ""Point""}";48.87310302042646, 2.362367503032879
2002782;BRUNESEAU NORD LOT B1B3;75013;Paris;2015;PARIS HABITAT;100;30;40;0;30;construction neuve;;13;logement familial;654692.9769;6858549.9071;"{""coordinates"": [2.382880257513785, 48.82541626039926], ""type"": ""Point""}";48.82541626039926, 2.382880257513785
2002790;8, RUE AUGUSTE CHABRIERES;75015;Paris;2015;PARIS HABITAT;28;14;8;0;6;acquisition réhabilitation;;15;logement familial;647788.771;6859727.5548;"{""coordinates"": [2.2886994282847333, 48.835484669768846], ""type"": ""Point""}";48.835484669768846, 2.2886994282847333
2002801;119, AVENUE GAMBETTA;75020;Paris;2015;PARIS HABITAT;1;1;0;0;0;construction neuve;;20;logement familial;656047.958;6863256.3381;"{""coordinates"": [2.4008491101347644, 48.86783515011531], ""type"": ""Point""}";48.86783515011531, 2.4008491101347644
2002806;114, RUE DE TURENNE;75003;Paris;2015;RIVP;39;20;15;0;4;acquisition conventionnement;;3;logement familial;653397.774;6862759.8549;"{""coordinates"": [2.3647779629943675, 48.863184059812205], ""type"": ""Point""}";48.863184059812205, 2.3647779629943675
2002870;6, PASSAGE DE DANTZIG;75015;Paris;2015;CDC HABITAT;32;0;0;0;32;construction neuve;;15;logement familial;648382.372;6859346.4927;"{""coordinates"": [2.2968321603671678, 48.83210557999049], ""type"": ""Point""}";48.83210557999049, 2.2968321603671678
2002871;25, RUE DES MARINIERS-HOPITAL BROUSSAIS;75014;Paris;2015;SEQENS HABITAT;17;0;0;0;17;construction neuve;;14;logement familial;649546.994;6858730.7945;"{""coordinates"": [2.3127695603850276, 48.82666077010603], ""type"": ""Point""}";48.82666077010603, 2.3127695603850276
2002897;12, RUE DE MONCEAU;75008;Paris;2016;ELOGIE SIEMP;22;11;11;0;0;construction neuve;;8;logement familial;649172.965;6864183.4123;"{""coordinates"": [2.307023308066884, 48.875666269835996], ""type"": ""Point""}";48.875666269835996, 2.307023308066884
2002968;"101-105, BD BRUNE
8 ALLEE GASTON BACHELARD";75014;Paris;2016;RES.L.F.;58;0;0;0;58;construction neuve;;14;logement familial;649708.777;6858630.2462;"{""coordinates"": [2.314985009247219, 48.825769170311965], ""type"": ""Point""}";48.825769170311965, 2.314985009247219
2003045;101-105 BD BRUNE;75014;Paris;2016;(vide);42;0;0;0;42;construction neuve;;14;logement familial;649708.777;6858630.2462;"{""coordinates"": [2.314985009247219, 48.825769170311965], ""type"": ""Point""}";48.825769170311965, 2.314985009247219
2003056;49, RUE DE LA CHAPELLE;75018;Paris;2017;ADOMA;2;2;0;0;0;construction neuve;;18;résidence sociale pour démunis;653012.857;6866209.0489;"{""coordinates"": [2.3591499353866427, 48.89417378024506], ""type"": ""Point""}";48.89417378024506, 2.3591499353866427
2003071;16, RUE VERON 31, RUE GERMAIN PILON;75018;Paris;2017;ELOGIE SIEMP;16;16;0;0;0;acquisition réhabilitation;;18;résidence sociale pour démunis;651344.8989;6865155.4662;"{""coordinates"": [2.3365227136670326, 48.884575410381906], ""type"": ""Point""}";48.884575410381906, 2.3365227136670326
2003074;"40 RUE SAINT DENIS
27 BD DE SEBASTOPOL";75001;Paris;2017;ELOGIE SIEMP;2;1;1;0;0;construction neuve;;1;logement familial;652204.8;6862466.9349;"{""coordinates"": [2.348550533041103, 48.8604624599155], ""type"": ""Point""}";48.8604624599155, 2.348550533041103
2003085;56-58, RUE ERLANGER;75016;Paris;2017;HAB.CONF.;25;25;0;0;0;construction neuve;;16;maison relais;645682.1119;6860750.8185;"{""coordinates"": [2.2598703074932276, 48.8445127203244], ""type"": ""Point""}";48.8445127203244, 2.2598703074932276
2003119;156-158 RUE DU FAUBOURG POISSONNIERE;75010;Paris;2017;PARIS HABITAT;67;35;21;0;11;acquisition réhabilitation;;10;logement familial;652317.665;6864863.877;"{""coordinates"": [2.349819812460311, 48.88202600958784], ""type"": ""Point""}";48.88202600958784, 2.349819812460311
2003123;18-20, RUE DE L'INGENIEUR ROBERT KELLER;75015;Paris;2017;PARIS HABITAT;17;8;6;0;3;construction neuve;;15;logement familial;647371.428;6861076.1336;"{""coordinates"": [2.282847203054594, 48.84757844010921], ""type"": ""Point""}";48.84757844010921, 2.282847203054594
2003178;7 RUE LANTIEZ;75017;Paris;2017;RIVP;31;16;15;0;0;acquisition réhabilitation;;17;logement familial;650356.858;6866210.5396;"{""coordinates"": [2.3229267471675104, 48.893987860283254], ""type"": ""Point""}";48.893987860283254, 2.3229267471675104
2003191;198 RUE D'AUBERVILLIERS TRIANGLE EOLE EVANGILE;75019;Paris;2017;SABLIERE;164;0;164;0;0;construction neuve;;19;résidence étudiante;653921.942;6866429.7938;"{""coordinates"": [2.3715243081018307, 48.89622456020072], ""type"": ""Point""}";48.89622456020072, 2.3715243081018307
2003198;9-11, RUE DE TOUL;75012;Paris;2017;SNL-PROLOG;6;6;0;0;0;construction neuve;;12;logement familial;656140.24;6859952.9082;"{""coordinates"": [2.402447819286401, 48.83813375989019], ""type"": ""Point""}";48.83813375989019, 2.402447819286401
2003204;9, AVENUE TRUDAINE;75009;Paris;2017;VILOGIA;20;8;6;0;6;construction neuve;;9;logement familial;652015.0029;6864822.397;"{""coordinates"": [2.345697689432569, 48.881630509973284], ""type"": ""Point""}";48.881630509973284, 2.345697689432569
2003227;33 RUE BONAPARTE;75006;Paris;2017;AXIMO;1;1;0;0;0;acquisition conventionnement;;6;logement familial;651118.379;6861847.6731;"{""coordinates"": [2.3338144984890627, 48.85481199044896], ""type"": ""Point""}";48.85481199044896, 2.3338144984890627
2003260;41, RUE DE BERCY;75012;Paris;2017;RIVP;12;3;6;0;3;acquisition conventionnement;;12;logement familial;654754.7299;6859847.0094;"{""coordinates"": [2.383583432475931, 48.83708561965332], ""type"": ""Point""}";48.83708561965332, 2.383583432475931
2003289;18 RUE LACROIX;75017;Paris;2018;AXIMO;1;1;0;0;0;acquisition réhabilitation;;17;logement familial;650322.452;6865797.6522;"{""coordinates"": [2.322505828409311, 48.89027227986125], ""type"": ""Point""}";48.89027227986125, 2.322505828409311
2003310;11 RUE BERGERE;75009;Paris;2018;ELOGIE SIEMP;3;1;2;0;0;acquisition réhabilitation;;9;logement familial;652067.1049;6863766.6927;"{""coordinates"": [2.3465272244545075, 48.8721407201925], ""type"": ""Point""}";48.8721407201925, 2.3465272244545075
2003321;5 RUE EMILE GILBERT;75012;Paris;2018;ELOGIE SIEMP;2;2;0;0;0;acquisition réhabilitation;;12;logement familial;653997.437;6860873.8663;"{""coordinates"": [2.373155531639313, 48.84626658038454], ""type"": ""Point""}";48.84626658038454, 2.373155531639313
2003326;11 VILLA DE GUELMA;75018;Paris;2018;ELOGIE SIEMP;1;1;0;0;0;acquisition réhabilitation;;18;logement familial;651403.931;6865049.549;"{""coordinates"": [2.337339777975852, 48.88362738999487], ""type"": ""Point""}";48.88362738999487, 2.337339777975852
2003370;18, RUE DU PETIT MUSC;75004;Paris;2018;PARIS HABITAT;9;5;4;0;0;construction neuve;;4;logement familial;653309.0509;6861544.8547;"{""coordinates"": [2.363702107464795, 48.85225125003047], ""type"": ""Point""}";48.85225125003047, 2.363702107464795
2003389;5, RUE SIMONET;75013;Paris;2018;RES.L.F.;15;0;0;0;15;construction neuve;;13;logement familial;652451.8019;6858904.4882;"{""coordinates"": [2.352315292437236, 48.828443640177], ""type"": ""Point""}";48.828443640177, 2.352315292437236
2003437;36, RUE DES BERGERS;75015;Paris;2018;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;647271.683;6860620.2725;"{""coordinates"": [2.281544603028027, 48.84347076017859], ""type"": ""Point""}";48.84347076017859, 2.281544603028027
2003475;17 RUE ESQUIROL;75013;Paris;2019;AXIMO;1;0;0;0;1;acquisition réhabilitation;;13;logement familial;653075.9569;6859562.9595;"{""coordinates"": [2.3607443243895005, 48.834411089742616], ""type"": ""Point""}";48.834411089742616, 2.3607443243895005
2003477;8, BOULEVARD DE CLICHY;75018;Paris;2019;AXIMO;18;6;7;0;5;acquisition réhabilitation;;18;logement familial;651514.4429;6864908.2673;"{""coordinates"": [2.3388627874190813, 48.88236521977085], ""type"": ""Point""}";48.88236521977085, 2.3388627874190813
2003486;23 RUE DU HAMEAU;75015;Paris;2019;ELOGIE SIEMP;19;9;6;0;4;acquisition réhabilitation;;15;logement familial;647743.3569;6859604.6996;"{""coordinates"": [2.2880958514236514, 48.83437615001076], ""type"": ""Point""}";48.83437615001076, 2.2880958514236514
2003511;ZAC PAUL BOURGET LOT 10;75013;Paris;2019;ELOGIE SIEMP;75;0;75;0;0;construction neuve;;13;résidence étudiante;652951.316;6857702.5072;"{""coordinates"": [2.359252053104363, 48.81767065960232], ""type"": ""Point""}";48.81767065960232, 2.359252053104363
2003541;62, RUE DU FAUBOURG SAINT MARTIN;75010;Paris;2019;PARIS HABITAT;2;1;1;0;0;acquisition réhabilitation;;10;logement familial;652833.548;6863648.6453;"{""coordinates"": [2.3569888404218533, 48.87113573029898], ""type"": ""Point""}";48.87113573029898, 2.3569888404218533
2003551;18 RUE OLIER;75015;Paris;2019;RIVP;23;0;0;0;23;acquisition réhabilitation;;15;logement familial;647986.787;6859673.9142;"{""coordinates"": [2.2914035152147925, 48.83501829008829], ""type"": ""Point""}";48.83501829008829, 2.2914035152147925
2003560;72 RUE ALEXANDRE DUMAS 79, BD DE CHARONE;75011;Paris;2019;RIVP;19;6;8;0;5;acquisition réhabilitation;;11;logement familial;655657.42;6861741.9826;"{""coordinates"": [2.395683519468304, 48.85418991989911], ""type"": ""Point""}";48.85418991989911, 2.395683519468304
2003561;74, AVENUE DENFERT ROCHEREAU ILOT PETIT (SAINT VINCENT DE PAUL);75014;Paris;2019;RIVP;158;90;68;0;0;construction neuve;;14;logement familial;651205.861;6859923.9534;"{""coordinates"": [2.335227410530033, 48.837518659768286], ""type"": ""Point""}";48.837518659768286, 2.335227410530033
2003603;11 RUE EMILE LEVEL;75017;Paris;2019;ELOGIE SIEMP;1;1;0;0;0;acquisition conventionnement;;17;logement familial;650020.2339;6866148.1431;"{""coordinates"": [2.3183431695656207, 48.89340071026856], ""type"": ""Point""}";48.89340071026856, 2.3183431695656207
2003614;88-92, BOULEVARD MURAT;75016;Paris;2019;ELOGIE SIEMP;316;190;126;0;0;acquisition conventionnement;;16;logement familial;645395.3639;6860317.7129;"{""coordinates"": [2.2560189423456602, 48.840593599713685], ""type"": ""Point""}";48.840593599713685, 2.2560189423456602
2003659;6,RUE DE CHAMBIGES;75008;Paris;2019;PARIS HABITAT;1;0;1;0;0;acquisition conventionnement;;8;logement familial;648922.717;6863201.6981;"{""coordinates"": [2.303729618669533, 48.86681817000496], ""type"": ""Point""}";48.86681817000496, 2.303729618669533
2003666;5 RUE BOINOD;75018;Paris;2019;PARIS HABITAT;13;4;5;0;4;acquisition conventionnement;;18;logement familial;652348.389;6866020.1458;"{""coordinates"": [2.350108974349685, 48.89242621042465], ""type"": ""Point""}";48.89242621042465, 2.350108974349685
2003706;96, AVENUE NIEL;75017;Paris;2019;RIVP;23;7;9;0;7;acquisition conventionnement;;17;logement familial;648456.4979;6865111.6282;"{""coordinates"": [2.297142851358717, 48.88395646010152], ""type"": ""Point""}";48.88395646010152, 2.297142851358717
2003708;29-39, RUE VILLIERS DE L'ISLE ADAM;75020;Paris;2019;RIVP;69;0;0;0;69;acquisition conventionnement;;20;logement familial;655622.295;6863107.6509;"{""coordinates"": [2.3950622583711723, 48.866468840277406], ""type"": ""Point""}";48.866468840277406, 2.3950622583711723
2003580;6 BIS RUE DES LYANES;75020;Paris;2020;SEQENS HABITAT;16;0;0;0;16;construction neuve;;20;logement familial;656413.266;6862728.7482;"{""coordinates"": [2.405882884626734, 48.86311542024623], ""type"": ""Point""}";48.86311542024623, 2.405882884626734
2003701;34 RUE CHAMPIONNET BELLIARD;75018;Paris;2020;RATP HABITAT;34;10;14;0;10;construction neuve;;18;logement familial;652308.204;6866367.691;"{""coordinates"": [2.3495218946373075, 48.89554856956901], ""type"": ""Point""}";48.89554856956901, 2.3495218946373075
2003722;1 RUE THIBAUD;75014;Paris;2020;RIVP;10;6;4;0;0;acquisition réhabilitation;;14;logement familial;650659.1099;6859053.5151;"{""coordinates"": [2.3278797565530978, 48.82964912010135], ""type"": ""Point""}";48.82964912010135, 2.3278797565530978
2003784;11 RUE BOURGON;75013;Paris;2021;ELOGIE SIEMP;5;0;0;0;5;construction neuve;;13;logement familial;652784.133;6858288.9904;"{""coordinates"": [2.3569102686361916, 48.82293279970024], ""type"": ""Point""}";48.82293279970024, 2.3569102686361916
2003794;77 RUE RIQUET;75018;Paris;2021;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;653160.187;6865746.2546;"{""coordinates"": [2.3612103191242513, 48.89002278042671], ""type"": ""Point""}";48.89002278042671, 2.3612103191242513
2003797;42 BOULEVARD BARBES;75018;Paris;2021;FREHA;2;2;0;0;0;acquisition réhabilitation;;18;logement familial;652319.686;6865407.853;"{""coordinates"": [2.349786291344782, 48.88691795987279], ""type"": ""Point""}";48.88691795987279, 2.349786291344782
2003823;33 RUE DE LA COUR DES NOUES;75020;Paris;2021;PARIS HABITAT;21;11;0;0;10;acquisition réhabilitation;;20;logement familial;656075.041;6862862.8846;"{""coordinates"": [2.4012589580972006, 48.86429871999651], ""type"": ""Point""}";48.86429871999651, 2.4012589580972006
2003840;65 BOULEVARD NEY;75018;Paris;2021;RIVP;17;0;0;0;17;acquisition réhabilitation;;18;logement familial;651620.245;6866609.5944;"{""coordinates"": [2.340111543510848, 48.89767257035777], ""type"": ""Point""}";48.89767257035777, 2.340111543510848
2003957;135 RUE LEON MAURICE NORDMANN;75013;Paris;2021;ELOGIE SIEMP;1;1;0;0;0;acquisition réhabilitation;;13;logement familial;651829.853;6859503.8929;"{""coordinates"": [2.343775859066547, 48.83378796955802], ""type"": ""Point""}";48.83378796955802, 2.343775859066547
CPE19;49 RUE DE LA FEDERATION;75015;Paris;2021;RIVP;39;23;16;0;0;acquisition conventionnement;;15;logement familial;648294.872;6861731.3035;"{""coordinates"": [2.2953503383285563, 48.853545080260425], ""type"": ""Point""}";48.853545080260425, 2.2953503383285563
CPE20;5 CHEMIN DU PARC DE CHARONNE;75020;Paris;2021;RIVP;30;9;12;0;9;acquisition conventionnement;;20;logement familial;656288.842;6862524.117;"{""coordinates"": [2.404208009652501, 48.86126675967061], ""type"": ""Point""}";48.86126675967061, 2.404208009652501
2003974;13 RUE DE LA COSSONNERIE 8 RUE PIERRE LESCOT;75001;Paris;2022;ELOGIE SIEMP;1;1;0;0;0;acquisition réhabilitation;;1;logement familial;652178.711;6862580.8826;"{""coordinates"": [2.3481821353481545, 48.861485240274696], ""type"": ""Point""}";48.861485240274696, 2.3481821353481545
2003994;96 RUE D'ALLERAY;75015;Paris;2022;ELOGIE SIEMP;10;6;4;0;0;acquisition réhabilitation;;15;logement familial;649278.1209;6859801.2725;"{""coordinates"": [2.3089797724083088, 48.83626654986797], ""type"": ""Point""}";48.83626654986797, 2.3089797724083088
2003999;341 RUE DE BELLEVILLE;75019;Paris;2022;HSF;6;0;0;0;6;construction neuve;;19;logement familial;656385.362;6864270.189;"{""coordinates"": [2.4053443210827674, 48.87697546959176], ""type"": ""Point""}";48.87697546959176, 2.4053443210827674
2004013;203 BIS RUE ORDENER;75018;Paris;2022;PARIS HABITAT;17;5;7;0;5;acquisition réhabilitation;;18;logement familial;651125.432;6866198.3945;"{""coordinates"": [2.333410076317805, 48.893937450309096], ""type"": ""Point""}";48.893937450309096, 2.333410076317805
2004020;6 PASSAGE LISA;75011;Paris;2022;PARIS HABITAT;12;6;4;0;2;acquisition réhabilitation;;11;logement familial;654306.373;6862215.1991;"{""coordinates"": [2.3772208580841294, 48.85835111966205], ""type"": ""Point""}";48.85835111966205, 2.3772208580841294
2004032;135 BD DE MENILMONTANT;75011;Paris;2022;RIVP;16;5;6;0;5;acquisition réhabilitation;;11;logement familial;654741.1789;6863115.1822;"{""coordinates"": [2.383050945516938, 48.86647525981527], ""type"": ""Point""}";48.86647525981527, 2.383050945516938
2004040;44 AVENUE DE CLICHY;75018;Paris;2022;RIVP;22;6;10;0;6;acquisition réhabilitation;;18;logement familial;650599.52;6865347.6469;"{""coordinates"": [2.326336609023661, 48.88624686989337], ""type"": ""Point""}";48.88624686989337, 2.326336609023661
2004054;19 RUE DES BERNARDINS;75005;Paris;2022;HAB.CONF.;23;23;0;0;0;construction neuve;;5;maison relais;652350.288;6861297.4947;"{""coordinates"": [2.3506645205993353, 48.849956560216135], ""type"": ""Point""}";48.849956560216135, 2.3506645205993353
CPE72;2 RUE GOBERT;75011;Paris;2022;RIVP;57;34;23;0;0;acquisition conventionnement;;11;logement familial;654658.4309;6861892.673;"{""coordinates"": [2.3820534184980704, 48.855475539569355], ""type"": ""Point""}";48.855475539569355, 2.3820534184980704
2004081;15 RUE DUGOMMIER;75012;Paris;2023;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;12;logement familial;655321.272;6860153.6821;"{""coordinates"": [2.391269423192276, 48.83988307959745], ""type"": ""Point""}";48.83988307959745, 2.391269423192276
2004102;206 RUE DE LA CROIX NIVERT;75015;Paris;2023;IMM 3F;26;5;8;0;13;acquisition réhabilitation;;15;logement familial;647834.1819;6859947.7262;"{""coordinates"": [2.2892910544074776, 48.83746834997349], ""type"": ""Point""}";48.83746834997349, 2.2892910544074776
2004122;319 RUE DU FAUBOURG SAINT ANTOINE;75011;Paris;2023;RIVP;23;7;9;0;7;acquisition réhabilitation;;11;logement familial;655516.875;6861148.0595;"{""coordinates"": [2.39383033260469, 48.84883908971669], ""type"": ""Point""}";48.84883908971669, 2.39383033260469
2004151;ZAC GARE DES MINES LOT N4 54 BD NEY;75018;Paris;2023;RIVP;242;0;242;0;0;construction neuve;;18;résidence étudiante;653336.416;6866716.4106;"{""coordinates"": [2.3635069351539366, 48.89875981033355], ""type"": ""Point""}";48.89875981033355, 2.3635069351539366
2004175;75BIS RUE D'AUTEUIL;75016;Paris;2023;PARIS HABITAT;10;5;3;0;2;construction neuve;;16;logement familial;645760.4739;6861123.1688;"{""coordinates"": [2.260890508364589, 48.84786782977881], ""type"": ""Point""}";48.84786782977881, 2.260890508364589
