Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;Coordonnée en X (L93);Coordonnée en Y (L93);geo_shape;geo_point_2d
2001697;56, RUE TROUSSEAU;75011;Paris;2010;(vide);18;6;9;0;3;construction neuve;;11;logement familial;654461.3319;6861620.1509;"{""coordinates"": [2.379396516449888, 48.853010860134994], ""type"": ""Point""}";48.853010860134994, 2.379396516449888
2001699;18, RUE BEAUNIER;75014;Paris;2010;PARIS HABITAT;8;3;5;0;0;acquisition réhabilitation;;14;logement familial;650817.223;6858445.8493;"{""coordinates"": [2.330103688619594, 48.82419639016113], ""type"": ""Point""}";48.82419639016113, 2.330103688619594
2001725;97, RUE DU FAUBOURG DU TEMPLE;75010;Paris;2010;ELOGIE SIEMP;14;4;10;0;0;construction neuve;;10;logement familial;654029.505;6863597.9034;"{""coordinates"": [2.373297888507574, 48.87076589032473], ""type"": ""Point""}";48.87076589032473, 2.373297888507574
2001744;68 RUE CURIAL 98 RUE DE L'OURCQ;75019;Paris;2010;RIVP;17;0;5;0;12;acquisition réhabilitation;;19;logement familial;654074.8607;6866156.9324;"{""coordinates"": [2.3736394562179184, 48.89378175027069], ""type"": ""Point""}";48.89378175027069, 2.3736394562179184
2001755;18 , PASSAGE DE CLICHY;75018;Paris;2010;ELOGIE SIEMP;5;0;5;0;0;construction neuve;;18;logement familial;650785.754;6865194.9142;"{""coordinates"": [2.328893819499846, 48.884887659746326], ""type"": ""Point""}";48.884887659746326, 2.328893819499846
2001765;28BIS RUE DES BOIS;75019;Paris;2010;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;19;logement familial;655910.776;6864422.5909;"{""coordinates"": [2.398858096369331, 48.87831366988579], ""type"": ""Point""}";48.87831366988579, 2.398858096369331
2001769;73 RUE DE LA CONVENTION;75015;Paris;2010;ELOGIE SIEMP;2;0;2;0;0;acquisition réhabilitation;;15;logement familial;647499.4029;6860532.3121;"{""coordinates"": [2.2846581124253253, 48.84269833002137], ""type"": ""Point""}";48.84269833002137, 2.2846581124253253
2001781;7, IMPASSE DUPUY;75018;Paris;2010;ELOGIE SIEMP;4;0;4;0;0;acquisition réhabilitation;;18;logement familial;653176.9339;6865563.9359;"{""coordinates"": [2.3614588055334145, 48.88838447040061], ""type"": ""Point""}";48.88838447040061, 2.3614588055334145
2001789;105, RUE DES POISSONNIERS;75018;Paris;2010;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;652519.8909;6866086.3422;"{""coordinates"": [2.35244047460204, 48.89303415972028], ""type"": ""Point""}";48.89303415972028, 2.35244047460204
2001817;34 RUE DES RENAUDES;75017;Paris;2010;FONCIERE;20;0;0;0;20;acquisition réhabilitation;;17;logement familial;648522.7629;6864739.3149;"{""coordinates"": [2.2980915344720314, 48.88061367976926], ""type"": ""Point""}";48.88061367976926, 2.2980915344720314
2001849;12, RUE PECLET;75015;Paris;2011;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;15;logement familial;648535.97;6860481.8174;"{""coordinates"": [2.2987871183629767, 48.842327850123176], ""type"": ""Point""}";48.842327850123176, 2.2987871183629767
2001858;5 SQUARE PATENNE;75020;Paris;2011;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;656367.874;6861282.0926;"{""coordinates"": [2.4054126644461107, 48.85010264007792], ""type"": ""Point""}";48.85010264007792, 2.4054126644461107
2001862;6, RUE MONTESQUIEU;75001;Paris;2011;ELOGIE SIEMP;36;36;0;0;0;construction neuve;;1;centre d'hébergement d'urgence;651503.52;6862771.3136;"{""coordinates"": [2.338957786564146, 48.863147280099774], ""type"": ""Point""}";48.863147280099774, 2.338957786564146
2001887;109BIS AVENUE MOZART 11BIS ET 13 RUE DE LA SOURCE;75016;Paris;2011;LOGIREP;24;5;14;0;5;construction neuve;;16;logement familial;646256.1486;6861463.0005;"{""coordinates"": [2.2676016130657954, 48.85096542990833], ""type"": ""Point""}";48.85096542990833, 2.2676016130657954
2001895;38-48, RUE PIAT 3-5, RUE DE PERE JULIEN DHUIT;75020;Paris;2011;PARIS HABITAT;12;0;6;0;6;construction neuve;;20;logement familial;654862.934;6863771.0453;"{""coordinates"": [2.3846409201064502, 48.8723818698949], ""type"": ""Point""}";48.8723818698949, 2.3846409201064502
2001897;102-108, RUE CASTAGNARY;75015;Paris;2011;PARIS HABITAT;60;6;32;0;22;construction neuve;;15;logement familial;649058.47;6859173.8762;"{""coordinates"": [2.306062580609293, 48.83060702000114], ""type"": ""Point""}";48.83060702000114, 2.306062580609293
2001902;33-39 RUE MONTERA;75012;Paris;2011;PARIS HABITAT;22;0;11;0;11;construction neuve;;12;logement familial;656706.012;6860803.9511;"{""coordinates"": [2.4100690731724725, 48.84582550980685], ""type"": ""Point""}";48.84582550980685, 2.4100690731724725
2001909;GROUPE PORTE DOREE 7, AVENUE GENERAL LAPERRINE;75012;Paris;2011;PARIS HABITAT;2;0;2;0;0;acquisition réhabilitation;;12;logement familial;656466.5951;6859506.307;"{""coordinates"": [2.4069396622357506, 48.83413954965177], ""type"": ""Point""}";48.83413954965177, 2.4069396622357506
2001916;GROUPE PORTE DE MONTREUIL 1 ET 2 SQUARE DU PERIGORD ET 2 SQUARE DU QUERCY;75020;Paris;2011;PARIS HABITAT;9;0;9;0;0;acquisition réhabilitation;;20;logement familial;656822.8794;6861622.6529;"{""coordinates"": [2.4115783380853943, 48.85319595029476], ""type"": ""Point""}";48.85319595029476, 2.4115783380853943
2001933;GROUPE JEAN SICARD 1 RUE JEAN SICARD 41 AVENUE PIERRE BARTHOLOME;75015;Paris;2011;PARIS HABITAT;2;0;2;0;0;acquisition réhabilitation;;15;logement familial;648532.7706;6858970.272;"{""coordinates"": [2.2989263794783747, 48.82873422985682], ""type"": ""Point""}";48.82873422985682, 2.2989263794783747
2001934;GROUPE SAINT LAMBERT 7 RUE LEON LHERMITTE;75015;Paris;2011;PARIS HABITAT;1;0;1;0;0;acquisition réhabilitation;;15;logement familial;648342.0871;6860551.1686;"{""coordinates"": [2.2961371224391205, 48.842936009846476], ""type"": ""Point""}";48.842936009846476, 2.2961371224391205
2001950;12, RUE DE L'ABBE GREGOIRE;75006;Paris;2011;(vide);55;0;0;0;55;construction neuve;;6;établissement d'hébergement pour personnes âgées dépendantes;650391.73;6861215.7671;"{""coordinates"": [2.3239855353866754, 48.84907376955985], ""type"": ""Point""}";48.84907376955985, 2.3239855353866754
2001965;11-15, RUE MIRBEL 4-6, RUE DU MARCHE DES PATRIARCHES 7-9, RUE DES PATRIARCHES;75005;Paris;2011;RIVP;14;0;14;0;0;acquisition conventionnement;;5;logement familial;652366.2719;6860293.7744;"{""coordinates"": [2.3509947465904437, 48.84093129007881], ""type"": ""Point""}";48.84093129007881, 2.3509947465904437
2001980;2-4, VILLA DES BUTTES CHAUMONT RUE BOTZARIS;75019;Paris;2011;RIVP;36;0;0;0;36;acquisition conventionnement;;19;logement familial;654656.973;6864158.9902;"{""coordinates"": [2.3817917366603965, 48.875856110090965], ""type"": ""Point""}";48.875856110090965, 2.3817917366603965
2001982;4-8, RUE PIEMONTESI;75018;Paris;2011;RIVP;10;0;10;0;0;acquisition conventionnement;;18;logement familial;651490.529;6865048.06;"{""coordinates"": [2.33852075062538, 48.88362052955422], ""type"": ""Point""}";48.88362052955422, 2.33852075062538
2002003;81-83, RUE DE MEAUX;75019;Paris;2011;RIVP;95;0;95;0;0;construction neuve;;19;résidence étudiante;654212.318;6864949.8124;"{""coordinates"": [2.3756442955800723, 48.8829363102652], ""type"": ""Point""}";48.8829363102652, 2.3756442955800723
2002008;38-40, AVENUE GAMBETTA;75020;Paris;2011;SCI GAMBET;2;0;0;0;2;construction neuve;;20;logement familial;655796.564;6862925.7999;"{""coordinates"": [2.3974566414699137, 48.864845460141254], ""type"": ""Point""}";48.864845460141254, 2.3974566414699137
2002054;8 RUE MERCOEUR;75011;Paris;2012;BATIGERE;12;0;0;0;12;construction neuve;;11;logement familial;654779.66;6862076.5717;"{""coordinates"": [2.383685984527241, 48.85713784960924], ""type"": ""Point""}";48.85713784960924, 2.383685984527241
2002095;50, RUE DE CLICHY;75009;Paris;2012;HUMANISME;20;10;10;0;0;construction neuve;;9;logement familial;650792.7309;6864678.4556;"{""coordinates"": [2.3290487954313286, 48.88024384960657], ""type"": ""Point""}";48.88024384960657, 2.3290487954313286
2002099;4, BD BARBES;75018;Paris;2012;IMM 3F;1;0;1;0;0;construction neuve;;18;logement familial;652310.773;6865100.6561;"{""coordinates"": [2.349699250649085, 48.8841547799077], ""type"": ""Point""}";48.8841547799077, 2.349699250649085
2002114;19, RUE HENRI POINCARE;75020;Paris;2012;PARIS HABITAT;2;0;2;0;0;construction neuve;;20;logement familial;647650.4399;6862985.6562;"{""coordinates"": [2.2864138606826288, 48.86477320994734], ""type"": ""Point""}";48.86477320994734, 2.2864138606826288
2002143;60, RUE BAYEN;75017;Paris;2012;PARIS HABITAT;16;0;16;0;0;acquisition réhabilitation;;17;logement familial;647932.591;6865081.3401;"{""coordinates"": [2.2900028523630542, 48.88364194035386], ""type"": ""Point""}";48.88364194035386, 2.2900028523630542
2002158;ZAC CLICHY BATIGNOLLES LOT E10B;75017;Paris;2012;PARIS HABITAT;100;0;0;0;100;construction neuve;;17;établissement d'hébergement pour personnes âgées dépendantes;649607.4503;6866195.2395;"{""coordinates"": [2.3127080485336444, 48.89379205032537], ""type"": ""Point""}";48.89379205032537, 2.3127080485336444
2002170;11, PLACE DE LA PORTE DE CHAMPERRET;75017;Paris;2012;RIVP;1;0;1;0;0;construction neuve;;17;logement familial;647907.4189;6865316.8284;"{""coordinates"": [2.2896307336250388, 48.885757560399796], ""type"": ""Point""}";48.885757560399796, 2.2896307336250388
2002277;10, RUE DE PARADIS;75010;Paris;2013;ERILIA;23;6;12;0;5;acquisition réhabilitation;;10;logement familial;652641.649;6864039.8072;"{""coordinates"": [2.3543292310430597, 48.87463927994075], ""type"": ""Point""}";48.87463927994075, 2.3543292310430597
2002299;61 BIS ET 63, RUE DE L'OURCQ;75019;Paris;2013;IMM 3F;25;0;11;0;14;construction neuve;;19;logement familial;654545.3689;6865925.2282;"{""coordinates"": [2.380081134362677, 48.89173151001136], ""type"": ""Point""}";48.89173151001136, 2.380081134362677
2002301;OURCQ - JAURES - CPCU - LOTS 8-9 RUE DE L'OURCQ - ANGLE THIONVILLE MARNE;75019;Paris;2013;IMM 3F;19;0;0;0;19;construction neuve;;19;logement familial;654862.869;6865527.2986;"{""coordinates"": [2.3844533900556755, 48.888175400366954], ""type"": ""Point""}";48.888175400366954, 2.3844533900556755
2002328;75, RUE DE REUILLY;75012;Paris;2013;PARIS HABITAT;28;0;28;0;0;construction neuve;;12;résidence pour personnes âgées;655183.92;6860738.9035;"{""coordinates"": [2.389336467297632, 48.84513646998944], ""type"": ""Point""}";48.84513646998944, 2.389336467297632
2002339;15-31 RUE DE LA  MONTAGNE DE L'ESPEROU 26 RUE CAUCHY;75015;Paris;2013;PARIS HABITAT;2;1;1;0;0;acquisition conventionnement;;15;logement familial;646816.872;6860503.0912;"{""coordinates"": [2.275362525085652, 48.842379579674315], ""type"": ""Point""}";48.842379579674315, 2.275362525085652
2002350;6, PLACE POSSOZ;75016;Paris;2013;PARIS HABITAT;45;9;25;0;11;acquisition réhabilitation;;16;logement familial;646955.815;6862394.7823;"{""coordinates"": [2.2770195744023605, 48.85940277956698], ""type"": ""Point""}";48.85940277956698, 2.2770195744023605
2002368;GROUPE GRANDS CHAMPS 3, RUE DES GRANDS CHAMPS;75020;Paris;2013;PARIS HABITAT;2;0;2;0;0;acquisition réhabilitation;;20;logement familial;655936.5334;6861335.0787;"{""coordinates"": [2.3995293986734345, 48.8505497899066], ""type"": ""Point""}";48.8505497899066, 2.3995293986734345
2002379;VILLA DU LAVOIR 70, RUE RENE BOULANGER;75010;Paris;2013;RIVP;7;0;7;0;0;acquisition réhabilitation;;10;logement familial;652932.3692;6863474.8719;"{""coordinates"": [2.358355241547519, 48.869580250112655], ""type"": ""Point""}";48.869580250112655, 2.358355241547519
2002388;10-14 RUE JULIA BARTET 2, RUE CLAUDE GARAMOND;75014;Paris;2013;RIVP;86;86;0;0;0;construction neuve;;14;foyer pour jeunes travailleurs ou résidence pour jeunes actifs;648763.2665;6858634.0737;"{""coordinates"": [2.302106447495888, 48.82572913021368], ""type"": ""Point""}";48.82572913021368, 2.302106447495888
2002411;7-8, RUE DES PRAIRIES 3, CHEMIN DU PARC DE CHARONNE;75020;Paris;2013;RIVP;52;0;0;0;52;acquisition conventionnement;;20;logement familial;656299.009;6862553.6281;"{""coordinates"": [2.404343548403538, 48.86153284026501], ""type"": ""Point""}";48.86153284026501, 2.404343548403538
2002425;6, RUE ALBERT CAMUS;75010;Paris;2013;ELOGIE SIEMP;43;0;29;0;14;acquisition conventionnement;;10;logement familial;653722.0049;6864383.8619;"{""coordinates"": [2.369020390391527, 48.877811819719234], ""type"": ""Point""}";48.877811819719234, 2.369020390391527
2002443;76, RUE JULIEN LACROIX;75020;Paris;2013;ELOGIE SIEMP;8;0;3;0;5;construction neuve;;20;logement familial;654697.16;6863797.8011;"{""coordinates"": [2.3823781420921284, 48.87261084032937], ""type"": ""Point""}";48.87261084032937, 2.3823781420921284
2002478;ZAC CLICHY BATIGNOLLES LOT O8 35 ALLEE COLETTE HEILBRONNER;75017;Paris;2014;BATIGERE;74;13;37;0;24;construction neuve;;17;logement familial;649356.62;6866017.1326;"{""coordinates"": [2.309308455548557, 48.89217072958108], ""type"": ""Point""}";48.89217072958108, 2.309308455548557
2002502;SQUARE SAINT LAMBERT;75015;Paris;2014;ELOGIE SIEMP;258;13;116;0;129;acquisition conventionnement;;15;logement familial;647917.04;6860081.28;"{""coordinates"": [2.29040350438463, 48.83867610026953], ""type"": ""Point""}";48.83867610026953, 2.29040350438463
2002530;179 RUE SAINT LAMBERT;75015;Paris;2014;IMM 3F;16;5;6;0;5;construction neuve;;15;logement familial;648121.1191;6859881.8025;"{""coordinates"": [2.29320812664163, 48.83689865990136], ""type"": ""Point""}";48.83689865990136, 2.29320812664163
2002537;23, BOULEVARD DU TEMPLE;75003;Paris;2014;PARIS HABITAT;24;12;12;0;0;construction neuve;;3;logement familial;653451.689;6862929.6598;"{""coordinates"": [2.365494233417726, 48.864714989606675], ""type"": ""Point""}";48.864714989606675, 2.365494233417726
2002575;11, RUE DE LUNEVILLE;75019;Paris;2014;PARIS HABITAT;1;0;0;0;1;acquisition réhabilitation;;19;logement familial;655092.7379;6865320.9906;"{""coordinates"": [2.387609864415891, 48.88633621023397], ""type"": ""Point""}";48.88633621023397, 2.387609864415891
2002604;158-160, BD DIDEROT;75012;Paris;2014;RIVP;39;2;37;0;0;acquisition conventionnement;;12;logement familial;655354.574;6861027.4798;"{""coordinates"": [2.3916314104166596, 48.847743490004014], ""type"": ""Point""}";48.847743490004014, 2.3916314104166596
2002609;23 RUE DU COUEDIC;75014;Paris;2014;RIVP;9;3;6;0;0;construction neuve;;14;logement familial;650987.9059;6859104.6381;"{""coordinates"": [2.3323525043520785, 48.830133960029805], ""type"": ""Point""}";48.830133960029805, 2.3323525043520785
2002621;PARIS NORD EST - CHAPELLE INTERNATIONAL- PARTIE NORD BD NEY LOT F 73 RUE DE LA CHAPELLE;75018;Paris;2014;RIVP;90;27;34;0;29;construction neuve;;18;logement familial;652986.538;6866493.1995;"{""coordinates"": [2.3587595191249897, 48.89672711029554], ""type"": ""Point""}";48.89672711029554, 2.3587595191249897
2002622;PARIS NORD EST - CHAPELLE INTERNATIONAL- PARTIE NORD BD NEY LOT F 73 RUE DE LA CHAPELLE;75018;Paris;2014;RIVP;106;106;0;0;0;construction neuve;;18;foyer pour jeunes travailleurs ou résidence pour jeunes actifs;652986.538;6866493.1995;"{""coordinates"": [2.3587595191249897, 48.89672711029554], ""type"": ""Point""}";48.89672711029554, 2.3587595191249897
2002629;18-24, RUE DURIS;75020;Paris;2014;RIVP;56;0;0;0;56;acquisition conventionnement;;20;logement familial;655104.804;6862962.646;"{""coordinates"": [2.38802364414132, 48.8651289697329], ""type"": ""Point""}";48.8651289697329, 2.38802364414132
2002683;166, QUAI DE JEMMAPES;75010;Paris;2015;AXIMO;47;0;0;0;47;acquisition conventionnement;;10;logement familial;653577.5139;6864459.2349;"{""coordinates"": [2.367042167361836, 48.878479230336964], ""type"": ""Point""}";48.878479230336964, 2.367042167361836
2002699;30, RUE BERZELIUS;75017;Paris;2015;AXIMO;1;0;1;0;0;acquisition conventionnement;;17;logement familial;650071.069;6866131.7869;"{""coordinates"": [2.31903838134275, 48.89325757032543], ""type"": ""Point""}";48.89325757032543, 2.31903838134275
2002709;30-40, RUE DE CRIMEE;75019;Paris;2015;SEQENS HABITAT;13;0;0;0;13;construction neuve;;19;logement familial;655305.143;6864470.566;"{""coordinates"": [2.390595769333896, 48.87870335015988], ""type"": ""Point""}";48.87870335015988, 2.390595769333896
2002724;3-9, RUE DU CHEVALERET;75013;Paris;2015;ELOGIE SIEMP;12;3;5;0;4;construction neuve;;13;logement familial;654336.8469;6858542.8694;"{""coordinates"": [2.378030422432003, 48.82532783962803], ""type"": ""Point""}";48.82532783962803, 2.378030422432003
2002732;95, RUE CHARDON LAGACHE;75016;Paris;2015;ELOGIE SIEMP;9;9;0;0;0;acquisition réhabilitation;;16;logement familial;645934.493;6860294.6819;"{""coordinates"": [2.2633670051126313, 48.84043193999301], ""type"": ""Point""}";48.84043193999301, 2.2633670051126313
2002750;23, RUE DE MEAUX;75019;Paris;2015;HAB.CONF.;54;54;0;0;0;construction neuve;;19;foyer pour jeunes travailleurs ou résidence pour jeunes actifs;653902.904;6864550.2367;"{""coordinates"": [2.3714687075621663, 48.8793209602286], ""type"": ""Point""}";48.8793209602286, 2.3714687075621663
2002793;1-11, SQUARE DU THIMERAIS;75017;Paris;2015;PARIS HABITAT;849;255;340;0;254;acquisition conventionnement;;17;logement familial;648473.4599;6865548.3279;"{""coordinates"": [2.2973211454213422, 48.88788488959014], ""type"": ""Point""}";48.88788488959014, 2.2973211454213422
2002798;1, CITE JANDELLE 55-57, RUE REBEVAL;75019;Paris;2015;PARIS HABITAT;12;0;0;0;12;acquisition réhabilitation;;19;logement familial;654514.007;6864046.6547;"{""coordinates"": [2.379854642049169, 48.87483582002461], ""type"": ""Point""}";48.87483582002461, 2.379854642049169
2002816;42, RUE DE LANCRY;75010;Paris;2015;RIVP;12;4;4;0;4;acquisition conventionnement;;10;logement familial;653221.404;6863694.2054;"{""coordinates"": [2.3622711595093495, 48.8715737297416], ""type"": ""Point""}";48.8715737297416, 2.3622711595093495
2002851;357, RUE DES PYRENEES;75020;Paris;2015;RIVP;130;13;40;0;77;construction neuve;;20;logement familial;655331.5429;6863776.5218;"{""coordinates"": [2.3910286914800403, 48.87246379003236], ""type"": ""Point""}";48.87246379003236, 2.3910286914800403
2002857;10, RUE CUGNOT;75018;Paris;2015;SABLIERE;3;0;3;0;0;construction neuve;;18;logement familial;653479.8139;6865926.0701;"{""coordinates"": [2.3655494195426625, 48.89166296999949], ""type"": ""Point""}";48.89166296999949, 2.3655494195426625
2002863;92-116, BOULEVARD SUCHET;75016;Paris;2015;ELOGIE SIEMP;17;10;7;0;0;acquisition conventionnement;;16;logement familial;645788.423;6861638.9396;"{""coordinates"": [2.2612055853852753, 48.85250844023542], ""type"": ""Point""}";48.85250844023542, 2.2612055853852753
